Year,Region,NAME,Home Value <$50k (%),"Home Value $50k-$99,999k (%)","Home Value $100k-$149,999k (%)","Home Value $150k-$199,999k (%)","Home Value $200k-$299,999k (%)","Home Value $100k-$299,999 (%)","Home Value $300k-$499,999k (%)",Home Value $500k+ (%),"Home Value $500k-$749,999k (%)","Home Value $750k-$999,999k (%)","Home Value $1,000,000+ (%)",Median Home Value ($)(1000X),Median Housing Cost (monthly) ($),Income <$10k (%),"Income $10k-$24,999 (%)","Income $25k-$34,999 (%)","Income $35k-$49,999 (%)","Income $50k-$74,999 (%)","Income $75k-$99,999 (%)","Income $100k-$149,999 (%)",Income $150k+ (%),Median Income ($)(1000X),Median Real Estate Taxes ($),No 2nd or Equity Loan (%),2nd Mortgage or Equity Loan (%),Equity Loan Only (%),2nd Mortgage Only (%),Both 2nd & Equity Loan (%),Population,Net Population Change,Net Migration,Net Migration Change
2016,2,Iowa,4.9,21.3,,,,59.9,10.8,3,2,0.7,0.3,152.2,1186,1.7,5.1,6,11.4,20.8,19.7,22,13.4,81.234,,85.8,13.7,10.3,3.5,0.5,3131371,10411,166,0.053100196
2016,2,Kansas,6.6,20.1,,,,57.5,11.2,4.6,3.1,1,0.5,158.7,1264,1.9,5.2,5.9,11.1,20.9,17.7,22.1,15.2,81.296,,89.7,10,7.7,2.4,0.2,2910844,1833,-10521,-3.615553996
2016,3,Kentucky,6,19.9,,,,60.9,9.7,3.6,2.3,0.7,0.6,149.1,1111,2.7,8.1,7,12.6,20.9,17.3,19.4,12.1,73.377,,85.7,13.9,11.3,2.6,0.5,4438182,12206,3343,0.754273559
2016,3,Louisiana,5.6,13.2,,,,63,13,5.2,3.3,0.9,1,173.2,1214,2.8,8.1,6.8,11,19.3,15.8,20.4,15.7,77.908,,91.1,8.5,6.3,2.2,0.4,4678135,13507,-6727,-1.440045092
2016,1,Maine,3.2,10.8,,,,63.7,16.6,5.7,4,0.8,0.9,199.2,1328,2.1,7.1,6.5,11.2,21.3,17.9,21.1,12.7,77.452,,83.4,16.2,13.8,2.5,0.4,1331317,3055,4626,3.478746072
2016,3,Maryland,1.6,3.1,,,,42.1,33.3,19.9,13,4.1,2.8,315.6,1918,1.6,3.9,3.5,6.7,14.8,14.7,24,30.8,108.107,,82.3,17.2,13.8,3.3,0.5,6003323,17761,-8296,-1.383948549
2016,1,Massachusetts,0.9,1.1,,,,31.9,37.4,28.7,17.9,5.9,4.9,373.3,2069,1.4,3.2,3.3,6.4,13.4,14.4,24.8,33,113.106,,79.7,19.8,16.8,3,0.5,6823608,29380,14092,2.069638671
2016,2,Michigan,6.9,18.5,,,,57.7,12.6,4.2,2.8,0.8,0.6,159.7,1215,2.2,6.4,6.9,11.6,20.5,16.7,20.8,14.9,78.235,,85.8,13.8,11.3,2.5,0.4,9950571,18856,573,0.057639247
2016,2,Minnesota,2.6,6.9,,,,62.2,20.9,7.5,5.1,1.4,1,221.7,1472,1.4,4.4,4.6,9.1,18.2,17.6,24.2,20.5,91.862,,83.3,16.3,12.2,4,0.4,5522744,40712,13722,2.493826317
2016,3,Mississippi,9,24.9,,,,55.8,7.7,2.7,1.6,0.5,0.6,137.3,1087,3.9,9.5,8.3,12.3,20.3,17.2,17.4,11,68.744,,91.7,8.1,5.6,2.5,0.2,2987938,-533,-7182,-2.403449965
2016,2,Missouri,5.1,17.3,,,,61.7,11.5,4.5,3,0.9,0.6,161.7,1210,2.1,5.9,6.7,12.5,20.8,17.7,20.2,14.2,77.479,,88.5,11.3,8.3,2.9,0.3,6087135,15403,-205,-0.033720247
2016,4,Montana,3.6,6.3,,,,58.8,22.4,8.8,6.1,1.2,1.5,233.3,1327,1.8,6.6,7.5,12.8,23.1,17.3,18.6,12.3,72.303,,89.3,10.4,7.7,2.7,0.4,1040859,10384,7845,7.574828589
2016,2,Nebraska,3.8,15.9,,,,65.5,11.6,3.2,2.2,0.6,0.4,158,1290,1.2,4.4,5.4,10.7,20.3,17.9,24,16,85.963,,88.4,11.1,8.1,3,0.5,1905616,14339,3908,2.058525221
2016,4,Nevada,1.8,4.6,,,,59.1,25.9,8.7,5.6,1.6,1.5,246.7,1401,2.6,5.6,6.6,11.3,21.1,17.3,20.8,14.7,78.642,,89.4,10.1,7.4,2.7,0.5,2917563,50624,37516,12.9712117
2016,1,New Hampshire,2.2,2.9,,,,58.7,28.1,8.2,5.9,1.2,1.1,259.6,1821,1.1,3.3,3.9,6.6,17.6,17.8,24.6,25.2,99.597,,83.4,16.3,13.8,2.5,0.4,1342307,5957,5489,4.098322406
2016,1,New Jersey,1.2,2.2,,,,38.8,34.4,23.3,14.9,5,3.4,335.7,2343,1.6,4,3.3,6.3,12.8,13.6,24,34.5,115.384,,83.3,16.1,14,2.1,0.6,8870827,2878,-28928,-3.261555363
2016,4,New Mexico,4.2,11.2,,,,65.2,14.3,5.1,3.1,1.5,0.5,179.8,1210,3.9,10,6.5,13.2,20.4,16,17.9,12.1,68.849,,90.7,9,5.4,3.7,0.3,2091630,2339,-4728,-2.261702625
2016,1,New York,2.3,9,,,,35.6,26,27,14.5,5.6,6.9,321.8,2020,1.8,4.3,4.5,7.6,15.3,15.1,23.6,27.8,101.607,,83.9,15.6,13.7,1.9,0.5,19633428,-21238,-105667,-5.379085073
2016,3,North Carolina,3.2,14.1,,,,60.1,15.8,6.7,4.2,1.5,1,179.1,1225,2.4,7.4,6.9,11.9,20.3,17,18.7,15.2,76.171,,84.4,15.1,12.4,2.7,0.5,10154788,123142,91339,9.049542876
2016,2,North Dakota,4.6,10.3,,,,62.3,17.9,4.8,3,1,0.8,207,1318,1,3.8,4.2,9.3,18.6,19.1,28.1,16,90.238,,88.4,10.5,8,2.5,1.1,754434,368,-4866,-6.45144183
2016,2,Ohio,4.9,22.2,,,,59.9,9.7,3.3,2.2,0.6,0.5,149.4,1211,2,6.3,5.9,11.7,21.1,17.4,21.2,14.5,78.868,,83.6,16,13.2,2.7,0.5,11634370,16843,-3903,-0.335714544
2016,3,Oklahoma,6.3,21.3,,,,59.7,9,3.6,2.4,0.6,0.6,148.9,1168,2.6,7.1,6.8,11.9,20.8,17.4,19.8,13.6,76.096,,93.3,6.4,3.9,2.5,0.2,3926331,16831,3339,0.852238901
2016,4,Oregon,1.9,2.6,,,,45.3,33.4,16.9,11.8,3.3,1.8,301.2,1572,1.6,5.6,5.4,9.9,19.8,16.7,22.8,18.3,85.793,,85.5,14.1,11.2,2.9,0.4,4089976,74184,63721,15.72238436
2016,1,Pennsylvania,3.7,13.6,,,,57.9,17.6,7.2,5,1.2,1,191.7,1416,1.9,5.5,5.6,9.8,19.4,16.8,22.4,18.5,86.032,,82.7,16.8,14.5,2.3,0.6,12782275,-2551,-12447,-0.973673159
2016,1,Rhode Island,1.6,2.3,,,,59.8,26.2,10.2,6.6,2.6,1,246.4,1740,1.4,4.5,4.9,8.9,16.9,16.3,26.6,20.5,94.233,,81.5,17.7,14.6,3.1,0.9,1056770,705,-338,-0.319949262
2016,3,South Carolina,4.9,15.3,,,,59.4,13.3,7.1,4.6,1.3,1.2,170.5,1182,2.7,7.4,7.3,13,20.9,16.8,19,12.9,72.908,,88.4,11.3,9,2.3,0.3,4957968,66030,55364,11.2415286
2016,2,South Dakota,5.9,12.8,,,,63.5,13.2,4.6,3,0.9,0.7,171,1239,1.1,5.1,5.6,11,21.3,23,21.5,11.4,81.363,,89.2,10.5,8,2.5,0.3,862996,9008,4474,5.211463823
2016,3,Tennessee,4.6,16.7,,,,59.6,13.1,6,3.9,1.3,0.8,166.7,1172,2.4,7.5,7.9,12.5,21.6,16.4,18.6,13,72.255,,89.1,10.5,7.8,2.7,0.4,6646010,54840,40190,6.072290322
2016,3,Texas,4.1,14.6,,,,57.6,16.2,7.5,4.6,1.4,1.5,183.3,1469,2,5.5,5.6,9.5,17.9,15.4,22.2,21.7,90.109,,94.4,5.4,3.4,2,0.2,27914410,444354,231776,8.369711464
2016,4,Utah,1.5,1.9,,,,59.6,27.4,9.6,6.6,1.8,1.2,253.2,1437,1.4,3.6,4.6,9.9,22.1,18.8,23.4,16.2,85.961,,85.6,14,9.8,4.1,0.4,3041868,60033,27156,9.016380788
2016,1,Vermont,2.1,5.5,,,,63.8,21.4,7.2,4.7,1.6,0.9,228.8,1507,1.7,6.2,6.3,10.2,20.3,17.9,22.5,14.9,81.958,,82.4,17.2,15.5,1.6,0.4,623657,-1559,-1566,-2.507861088
2016,3,Virginia,1.8,5,,,,46.2,25.9,21.1,13.2,4.9,3,285.8,1692,1.7,4.6,4.8,8.6,16.1,14.9,22.2,27.2,98.918,,82.8,16.6,13,3.5,0.6,8410106,48298,10683,1.273915428
2016,4,Washington,1.5,2.3,,,,42.2,31.1,22.8,13.7,5.6,3.5,320.1,1727,1.8,4.2,4.4,8.2,17.3,16.3,24.1,23.5,95.645,,84.9,14.6,11.3,3.3,0.5,7294771,131114,95817,13.254138
2016,3,West Virginia,6.9,23.8,,,,58.4,8.7,2.2,1.2,0.6,0.4,144.5,997,2.8,9.1,7.5,13.3,21,17.3,19,10,70.639,,88.8,10.8,8.6,2.2,0.4,1831023,-11027,-7954,-4.330978448
2016,2,Wisconsin,2.7,12.6,,,,66.2,14.3,4.2,2.9,0.8,0.5,179.8,1348,1.6,5.1,5.3,10.7,21.1,18.8,23.1,14.4,82.406,,82.6,16.7,13.1,3.6,0.6,5772628,11688,-3625,-0.628599927
2016,4,Wyoming,3.4,3.9,,,,65.6,19.9,7.2,3.3,1.3,2.6,223.9,1367,1.7,4.7,4.9,11.7,19,18.3,25.1,14.7,85.234,,88.9,10.7,7.4,3.3,0.4,584215,-1398,-4201,-7.182252434
2016,X,Puerto Rico,1.4,21.5,,,,71,4.7,1.4,0.7,0.3,0.4,134.3,846,7.9,22.2,14.3,18.8,18.7,8.3,5.9,3.9,38.01,,97.5,2.3,0.7,1.7,0.2,3406672,-66560,-68278,-19.84853277
2017,3,Alabama,6.4,19.1,,,,58.5,11.6,4.5,3,0.8,0.7,158,1123,2.8,7.8,7.2,11.8,20.8,16.2,20.6,13,74.553,664,89.1,10.7,8,2.7,0.2,4874486,10961,5309,1.0903664
2017,4,Alaska,2.3,1.9,,,,49.9,36.4,9.3,7.4,1.4,0.5,286.9,1844,1.8,3.1,3.8,7.1,14.9,16.4,26.8,26.1,103.942,3411,91.7,7.9,5.7,2.2,0.3,739700,-1756,-8141,-10.99276511
2017,4,Arizona,2.4,5.5,,,,58.1,23.8,10.1,6.7,2,1.4,238.8,1365,2.7,6.5,6.3,11.3,19,16.1,20.7,17.3,80.853,1510,90.5,9.2,7.1,2.2,0.3,7044008,102936,76071,10.87887949
2017,3,Arkansas,7,22.3,,,,59.1,8.7,2.8,1.7,0.7,0.4,142.8,1025,3,8.1,7.3,12.9,21.5,16.9,17.8,12.5,71.081,903,93.6,6.1,4.2,1.9,0.3,3001345,11427,6020,2.009592969
2017,4,California,1,1.1,,,,16.6,28.5,52.9,24.6,13.1,15.2,529,2269,1.9,4.5,3.9,7.2,13.8,13.6,22.6,32.5,108.609,4174,85.8,13.6,10.8,2.8,0.5,39358497,191380,-24732,-0.629909115
2017,4,Colorado,1.4,2.1,,,,32.9,40.2,23.4,15.7,4.6,3.1,357.7,1681,2.1,4.1,4.1,8.7,16.4,16.1,24.4,24.2,97.207,1819,85.8,13.8,10.9,2.8,0.4,5611885,72670,44783,8.032032714
2017,1,Connecticut,1.2,2.7,,,,51.8,27,17.3,9.1,3.5,4.7,277.9,1976,1.4,3.1,3.6,7.1,14.4,14.5,24.3,31.5,109.56,5806,81.3,18,15,3,0.7,3573297,-4844,-9356,-2.616536702
2017,3,Delaware,2,2.1,,,,58.9,28.4,8.6,5.9,1.6,1.1,258.9,1507,3.7,4.6,5.4,9,18.6,15.9,20.8,22.1,87.389,1544,85,14.6,11.8,2.8,0.4,956823,7902,5958,6.25267612
2017,3,District of Columbia,1.5,0.6,,,,11.1,25.5,61.3,25.7,18.4,17.2,609.9,2432,2.1,4.8,2.1,3.2,10.6,10.3,20.1,46.7,138.977,3421,82.9,16.5,14.1,2.3,0.6,694906,9091,4514,6.538612797
2017,3,Florida,3,8.1,,,,56.3,22.4,10.2,6.2,1.9,2.1,232.1,1423,2.9,7.5,6.8,12.1,19.3,15.7,19,16.6,76.655,2040,88.5,11.1,8.7,2.4,0.4,20963613,350136,324642,15.61638874
2017,3,Georgia,3.9,11.6,,,,58.8,17.1,8.6,5.7,1.6,1.3,191.1,1341,2.6,6.5,5.9,10.2,18.6,15.9,20.9,19.5,84.284,1843,88.6,11.1,8.1,3,0.3,10410330,108440,60780,5.868999074
2017,4,Hawaii,0.5,0.4,,,,10.6,22,66.5,32.1,18.6,15.8,628.3,2337,2.2,3.2,3,6.7,13.2,14.7,25.9,31.2,112.506,1761,80.7,18.4,15.9,2.5,0.9,1424393,-3166,-9805,-6.875992303
2017,4,Idaho,2.1,6.2,,,,64.9,21.1,5.6,3.7,1.1,0.8,214.2,1213,2.1,6.4,7.2,13.7,23.8,17.3,18.9,10.5,70.758,1440,88,11.7,8,3.7,0.2,1717715,35335,26525,15.60250522
2017,2,Illinois,3.5,12.8,,,,54.2,19.8,9.6,5.9,2,1.7,208.8,1603,2,4.7,4.7,9.3,17.5,16.3,22.4,23.1,92.291,4692,86.8,12.8,10.4,2.4,0.4,12778828,-41699,-85114,-6.649698791
2017,2,Indiana,4.7,21.8,,,,60.1,10.2,3.3,2.2,0.5,0.6,148,1089,2,6.7,6.5,11.8,21.1,18,20.6,13.5,77.197,1252,87.3,12.3,9.9,2.4,0.4,6658078,23774,6984,1.050827459
2017,2,Iowa,4.9,19.6,,,,59.8,12.5,3.3,2.3,0.6,0.4,157.9,1205,1.5,5,5.2,11,20.8,18.9,23.3,14.3,82.626,2496,86.1,13.4,10,3.3,0.6,3141550,10179,1941,0.618850453
2017,2,Kansas,5.7,19.3,,,,57.3,13.3,4.4,3.1,0.7,0.6,165.3,1314,1.4,4.4,5.3,10.4,20.5,17.5,24,16.4,85.462,2275,89.5,10.1,8.2,2,0.3,2908718,-2126,-12486,-4.291044584
2017,3,Kentucky,5.9,17.4,,,,62.1,10.7,4,2.5,0.9,0.6,155.6,1123,2.7,7.5,6.9,11.5,20.2,17.3,20.6,13.2,76.392,1376,86.6,13,10.7,2.3,0.4,4452268,14086,7852,1.766389778
2017,3,Louisiana,5.1,12.6,,,,63.7,13.3,5.4,3.6,0.9,0.9,179.7,1233,3.1,7.9,7.2,10.6,18.2,16.1,21.2,15.7,79.133,1059,91.5,8.2,6,2.1,0.3,4670560,-7575,-24974,-5.342777789
2017,1,Maine,3.5,9.6,,,,63.9,17.2,5.8,4,1,0.8,201.2,1313,1.6,6.5,7,10.4,20.6,18.8,21.9,13.2,80.029,2712,84.2,15.4,13.8,1.5,0.4,1334612,3295,5443,4.083379565
2017,3,Maryland,1.8,3.1,,,,40.1,34.5,20.5,13.4,4.2,2.9,323.4,1915,1.6,3.8,3.3,6.4,13.7,13.8,24.9,32.4,111.824,3431,84.3,15.2,12.4,2.8,0.5,6023868,20545,-1437,-0.23895854
2017,1,Massachusetts,0.9,0.9,,,,29.5,36.7,32.1,19.6,6.7,5.8,391.5,2108,1.2,3.5,3.2,6,12.5,13.9,24.2,35.4,117.542,4556,81.7,17.9,15.9,2.1,0.4,6859789,36181,23785,3.476475907
2017,2,Michigan,6.1,16.6,,,,58.8,13.9,4.7,3.1,0.9,0.7,168.1,1231,2,6,6.3,11.5,19.6,17.2,21.3,16.2,80.952,2546,87,12.7,10.4,2.3,0.3,9973114,22543,7780,0.780980025
2017,2,Minnesota,2.4,6.3,,,,60.5,22.7,8.1,5.6,1.4,1.1,232.7,1500,1.3,3.7,4.3,8.5,18,17,25,22.3,95.372,2537,84.4,15.1,11.2,3.9,0.5,5566230,43486,18135,3.270816579
2017,3,Mississippi,8.6,23.4,,,,56.7,8.8,2.5,1.7,0.5,0.3,143.4,1090,3.6,9.3,7.3,12.7,21,17.6,17.8,10.7,70.491,1154,91.6,8,6.1,1.8,0.4,2988510,572,-4998,-1.672565377
2017,2,Missouri,4.8,16.8,,,,60.8,13.2,4.5,2.8,0.9,0.8,165.6,1207,1.9,6.2,6,11.6,20.5,17.6,21.2,15,79.793,1646,89.5,10.2,8.1,2.1,0.3,6106670,19535,7211,1.182731723
2017,4,Montana,2.9,5.6,,,,57.2,24.9,9.5,6,2,1.5,248.1,1367,2.5,5.9,6.5,10.1,21.4,18.1,22.4,13.1,78.46,2000,88.8,10.8,8.1,2.7,0.5,1052482,11623,9648,9.217800635
2017,2,Nebraska,3.6,15.2,,,,64.9,12.6,3.7,2.4,0.7,0.6,165.8,1334,1.5,4.7,4.6,9.8,20.4,18.6,24.2,16.2,86.212,2844,89.3,10.3,8,2.3,0.4,1915947,10331,1043,0.545849957
2017,4,Nevada,1.5,3.2,,,,56.3,28.6,10.3,7,1.5,1.8,266,1428,1.7,5.8,5.8,11.1,20.6,16.5,21.6,16.8,81.726,1582,91.7,8,6.1,1.9,0.2,2969905,52342,40501,13.75837627
2017,1,New Hampshire,1.6,3.1,,,,56.5,30,8.8,6.3,1.6,0.9,270.2,1874,1.2,3.3,3.6,7,16,15.2,27,26.8,105.01,5807,85.2,14.4,12,2.4,0.4,1348787,6480,6616,4.916959423
2017,1,New Jersey,1.2,2.2,,,,37.9,34.4,24.3,15.7,5.1,3.5,341.3,2348,1.5,3.4,3.3,5.7,12.3,13.5,24.1,36.2,119.221,8250,83.7,15.8,13.7,2.1,0.5,8885525,14698,-12205,-1.374719312
2017,4,New Mexico,3.9,9.1,,,,65.1,15.4,6.5,3.9,1.5,1.1,189.3,1244,4.1,8.4,7.5,12.7,19.8,15.7,18.9,13,71.319,1602,91.3,8.5,4.8,3.6,0.3,2091784,154,-5423,-2.59261933
2017,1,New York,2.3,8.8,,,,34.8,24.9,29.2,15.3,6.5,7.4,331.5,2036,1.8,4.4,3.9,7.6,15.1,14.8,22.7,29.8,103.477,5658,85.4,14.2,12.7,1.5,0.4,19589572,-43856,-120168,-6.127425235
2017,3,North Carolina,3,12.5,,,,59.5,17.1,7.9,5.2,1.5,1.2,190.3,1242,2.2,6.5,6.4,11.3,20,16.4,20,17.1,79.783,1615,85.3,14.2,12.3,2,0.5,10268233,113445,84870,8.311209199
2017,2,North Dakota,4.5,9.1,,,,59.1,21.8,5.6,4.3,0.7,0.6,221.7,1356,1,3.7,3.9,7.5,19.1,19.4,26.6,18.7,92.387,2088,88.6,10.8,8.2,2.6,0.7,754942,508,-4289,-5.683143233
2017,2,Ohio,4.5,20.6,,,,60.3,10.9,3.6,2.4,0.7,0.5,153.5,1214,1.7,5.8,6.1,11,20.1,17.7,21.9,15.6,81.672,2446,84.3,15.3,12.7,2.6,0.3,11659650,25280,10883,0.934402907
2017,3,Oklahoma,6.2,20.1,,,,60.4,9.9,3.5,2.2,0.7,0.6,152.2,1183,2.1,7.2,6.8,11.7,21,17.7,19.9,13.5,76.338,1449,93.5,6.4,4.3,2.1,0.1,3931316,4985,-6105,-1.553900296
2017,4,Oregon,1.6,1.9,,,,39.1,37.6,19.9,14.2,3.3,2.4,332.4,1629,2.1,5.3,4.7,10.2,18.4,17.3,22.1,19.9,87.879,3088,86.9,12.7,10.5,2.3,0.4,4143625,53649,45679,11.09575264
2017,1,Pennsylvania,3.5,12.3,,,,58.3,18.4,7.5,5.2,1.3,1,198.8,1438,1.9,5,5,9.1,18.9,17.4,22.6,20.1,89.17,3181,83.3,16.2,14.1,2.1,0.4,12787641,5366,3640,0.284709578
2017,1,Rhode Island,1.3,1.6,,,,58.4,28.5,10.2,6.9,1.7,1.6,259.5,1782,1.3,5.3,4.3,7.3,17.6,17,25.1,22,95.844,4254,82.6,16.8,13.6,3.1,0.7,1055673,-1097,-1686,-1.596256088
2017,3,South Carolina,4.8,13.6,,,,58.6,15.4,7.5,4.4,1.6,1.5,181.4,1195,2.8,7.4,6.5,11.8,20.1,16.8,19.8,14.7,76.61,1052,89,10.6,8.7,2,0.4,5021268,63300,55019,11.02669583
2017,2,South Dakota,4.6,12.8,,,,64.7,13.7,4.2,2.8,0.8,0.6,185,1283,1.6,4.2,5.8,10.6,21.9,20,23,12.8,82.017,2335,90.5,9.4,7.5,1.9,0.1,872868,9872,5759,6.635312444
2017,3,Tennessee,4,15,,,,58.9,15.1,7,4.4,1.4,1.2,178.4,1184,2.3,7.5,6.9,11.7,21.1,16.4,19.3,14.7,75.616,1263,89.7,9.9,7.7,2.2,0.4,6708799,62789,51251,7.675287606
2017,3,Texas,3.6,12.1,,,,57.7,18.5,8.1,5.1,1.5,1.5,198.5,1513,2,5.2,4.9,8.9,17.3,15.8,23,22.9,92.899,3724,94.8,5.1,3.3,1.7,0.2,28295273,380863,182978,6.51055086
2017,4,Utah,1.5,1.6,,,,53.3,31.7,11.9,8.3,2.2,1.4,279.1,1467,1.3,3.8,4.3,8.9,20.3,18.8,25.1,17.5,89.342,1716,85.1,14.4,10.3,4.1,0.4,3101042,59174,27227,8.864528375
2017,1,Vermont,1.7,5.8,,,,60.9,24.8,6.8,5.4,0.8,0.6,233.2,1527,1.6,6.6,6.5,9.5,19.7,18.5,23,14.5,81.746,4317,81.5,18,15.9,2.1,0.5,624344,687,963,1.543267994
2017,3,Virginia,1.6,4.6,,,,44.4,27.3,22.1,14.1,5.1,2.9,297,1718,1.7,4.2,4.1,7.7,16.1,15.3,22.5,28.4,101.119,2451,84.2,15.3,12.5,2.9,0.5,8463587,53481,20101,2.382525272
2017,4,Washington,1.5,2,,,,36.4,32.6,27.4,15.6,6.6,5.2,352.1,1806,1.6,3.9,3.9,7.8,16.2,16.1,24.6,26,100.562,3309,86.6,12.9,10.4,2.6,0.5,7423362,128591,94679,12.86562637
2017,3,West Virginia,6.6,22.4,,,,58.3,9.8,2.8,2,0.5,0.3,147.9,984,2.6,9,8.1,12.4,21.8,16.4,17.9,11.8,70.452,841,90.2,9.6,7.7,1.9,0.2,1817004,-14019,-9734,-5.336583309
2017,2,Wisconsin,2.4,12,,,,65,15.6,5,3.3,1,0.7,186.1,1358,1.6,5.1,5.2,10.2,19.5,18.6,23.8,16.1,85.681,3351,83.7,15.8,12.9,3,0.5,5790186,17558,4220,0.729926124
2017,4,Wyoming,3.4,4,,,,64.1,20.2,8.2,4.9,1.9,1.4,226.8,1386,1.9,5.1,4.8,9.6,19.9,19.6,26.3,12.9,85.603,1365,89.7,10.2,6.3,3.9,0.2,578931,-5284,-7748,-13.32248918
2017,X,Puerto Rico,1.7,24,,,,68.9,3.9,1.5,0.9,0.2,0.4,130.2,828,8.9,22.8,13.3,17.8,19.9,8.6,5.8,2.9,38.982,644,97.2,2.5,0.5,2,0.4,3325286,-81386,-78188,-23.22890309
2018,4,Alaska,1.3,2.4,,,,49,36.6,10.7,8.2,1.8,0.7,292.6,1895,1.5,4.4,3,5.6,16.1,15.2,27.6,26.6,105.294,3590,92.4,7,4.9,2.1,0.6,735139,-4561,-10220,-13.85913988
2018,1,Maine,3.4,9.1,,,,62.4,18.8,6.2,4.1,1.1,1,208.3,1349,2,5.7,5.5,11.3,20.1,18.4,22.2,14.8,81.392,2714,84.4,15.3,14.1,1.2,0.3,1339057,4445,6642,4.968453462
2018,3,North Carolina,2.9,11.7,,,,58.1,19,8.4,5.4,1.8,1.2,199.6,1284,2.1,6.5,6,11.4,19,16.5,20.6,17.9,81.504,1625,86.3,13.3,11.4,1.9,0.3,10381615,113382,86828,8.409553426
2018,2,Missouri,4.9,15.4,,,,60.7,13.7,5.3,3.5,1,0.8,170.8,1249,1.9,5.5,6.2,11.3,19.5,17.1,21.5,16.9,81.877,1710,89.8,10,8.2,1.9,0.2,6121623,14953,3058,0.500151575
2018,1,Pennsylvania,3.4,11.9,,,,57.6,19.2,7.9,5.5,1.4,1,202,1451,1.9,5.3,4.9,9.3,17.9,16.5,23,21.2,90.755,3189,84.1,15.4,13.5,2,0.4,12800922,13281,10944,0.855382149
2018,2,Michigan,5.3,14.7,,,,59.2,15.4,5.3,3.6,1,0.7,175.4,1270,1.9,5.7,5.9,10.9,19.5,16.9,21.7,17.5,83.258,2574,87.8,11.8,9.8,2,0.3,9984072,10958,-2994,-0.300042301
2018,2,Nebraska,4,12.9,,,,65.1,14.3,3.8,2.5,0.7,0.6,172.5,1353,1.4,4.3,4.6,8.7,19.1,18.1,26.2,17.5,90.685,2903,89.2,10.4,7.6,2.8,0.5,1925614,9667,-54,-0.028113572
2018,4,Oregon,1.5,1.5,,,,33.5,40.7,22.7,16.6,4.1,2,355.8,1690,1.3,5,5,9.3,17.7,16.5,22.4,22.7,91.517,3265,86.7,12.8,10.7,2.1,0.5,4181886,38261,31019,7.451554625
2018,4,Wyoming,2.6,3.7,,,,63.2,21.8,8.8,4.8,2.5,1.5,240.1,1440,1.4,4.7,5,10.1,18.4,19.4,25.6,15.4,88.588,1406,90.8,8.8,5.4,3.4,0.4,577601,-1330,-3311,-5.725738674
2018,4,California,1,1,,,,14.1,27.1,56.8,25.7,13.5,17.6,566.1,2345,2,4.1,3.7,6.6,13.3,13.2,22.1,34.9,113.027,4479,86.6,12.9,10.3,2.6,0.6,39461588,103091,-83981,-2.130954312
2018,3,Mississippi,8.1,21.2,,,,59.8,8.4,2.4,1.6,0.4,0.4,151.2,1132,3.6,8.2,7.2,11.6,21.3,17.6,17.9,12.5,72.006,1225,92,7.6,5.5,2,0.4,2981020,-7490,-12762,-4.275713498
2018,1,Connecticut,1.4,2.7,,,,50.8,28.5,16.5,8.5,3.5,4.5,281.3,2056,1.4,3.4,3,6.3,14.1,13.5,24.2,34.1,114.13,5985,82.9,16.6,12.9,3.7,0.5,3571520,-1777,-5478,-1.53341926
2018,3,Texas,3.4,10.2,,,,56.6,20.4,9.5,6.1,1.8,1.6,216.7,1603,1.9,5,4.9,8.5,16.7,15.2,22.8,25,95.822,4008,94.9,4.9,3.3,1.7,0.2,28628666,333393,155073,5.448428297
2018,4,Idaho,2.2,4.9,,,,58.7,26.8,7.5,4.9,1.5,1.1,243.8,1249,1.9,6.8,5.8,12.3,22.7,16.8,20.3,13.3,75.554,1538,88.8,11,8.2,2.9,0.2,1750536,32821,24142,13.92171443
2018,3,Maryland,1.8,2.5,,,,38.8,35.8,21.1,14.2,3.9,3,331.6,1955,1.4,3.3,3.1,6.6,13,14.1,24,34.5,115.283,3530,84.6,14.9,12.2,2.8,0.5,6035802,11934,-8544,-1.416954195
2018,4,New Mexico,4.1,8.4,,,,65.5,15.5,6.5,4.1,1.4,1,193.3,1234,3.4,8.8,7.7,12.3,19.5,15.9,19.1,13.2,72.549,1561,90.7,9.2,6,3.2,0.1,2092741,957,-3807,-1.81956136
2018,3,Alabama,5.7,18.3,,,,58.9,12.9,4.4,2.8,1.1,0.5,164.2,1164,3,7.7,6.8,10.7,19.3,17.1,20.5,14.9,78.432,692,89.4,10.3,7.8,2.5,0.3,4887681,13195,8658,1.773786496
2018,3,Tennessee,3.6,13.1,,,,58.6,17.2,7.6,4.8,1.6,1.2,192.6,1228,2.3,6.8,6.6,11.2,20.2,17,20.6,15.4,78.713,1319,90.3,9.4,7.9,1.5,0.3,6771631,62832,50847,7.543824641
2018,1,Vermont,1.9,4.4,,,,62.7,23.5,7.6,4.8,1.5,1.3,239,1560,2,5.4,5.2,10,18.8,18.2,25.1,15.3,87.472,4366,84.8,14.6,13.2,1.4,0.6,624358,14,275,0.440457371
2018,4,Nevada,1.8,1.7,,,,46.2,37.5,12.9,9.1,2,1.8,301.1,1528,2.2,5.8,5.5,10.4,18,17.1,22.2,18.9,86.294,1707,91.6,8,5.8,2.2,0.4,3027341,57436,46658,15.55980862
