Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Massachusetts,"6,580,641","+/- 3,587","5,752,166","+/- 19,793","626,380","+/- 17,354","142,577","+/- 7,863",636,+/- 622,890,+/- 600,"1,972",+/- 979,394,+/- 340,"12,770","+/- 2,994",980,+/- 438,"10,525","+/- 2,062",506,+/- 505,379,+/- 219,"12,890","+/- 2,568","2,789","+/- 1,129","1,108",+/- 564,188,+/- 164,"2,886","+/- 1,041",677,+/- 497,151,+/- 251,565,+/- 429,52,+/- 87,"1,556",+/- 742,"3,907","+/- 1,349","2,381",+/- 895,N/A,N/A,"1,337",+/- 680,966,+/- 367,155,+/- 186,453,+/- 218,49,+/- 81,182,+/- 189,787,+/- 544,"13,331","+/- 2,144","8,046","+/- 1,874",521,+/- 364,"19,467","+/- 2,432","2,514","+/- 1,003",81,+/- 133,"1,829",+/- 772,297,+/- 206,"1,528","+/- 1,359","8,236","+/- 1,924","6,863","+/- 1,317","2,477","+/- 1,120",194,+/- 326,823,+/- 342,"3,694","+/- 1,078","1,027",+/- 666,"2,534",+/- 913,"4,098","+/- 1,470","1,653",+/- 696,385,+/- 569,584,+/- 445,264,+/- 404,"59,518",Northeast_states
Michigan,"9,778,980","+/- 4,263","8,330,990","+/- 24,803","1,268,105","+/- 23,226","133,981","+/- 8,566","2,341","+/- 1,013","1,152",+/- 685,"7,168","+/- 3,100",906,+/- 559,"8,085","+/- 1,721","2,363",+/- 967,798,+/- 506,114,+/- 164,274,+/- 282,"13,146","+/- 3,306","4,270","+/- 1,652",291,+/- 238,242,+/- 371,"10,047","+/- 1,702","10,976","+/- 2,324",993,+/- 495,805,+/- 608,"3,409","+/- 1,388","1,284",+/- 662,261,+/- 218,"2,201","+/- 1,094","1,720",+/- 764,N/A,N/A,"1,127",+/- 512,922,+/- 671,"2,206",+/- 695,218,+/- 171,113,+/- 137,"1,354",+/- 715,446,+/- 342,"1,617",+/- 721,"1,318",+/- 685,"5,731","+/- 1,680","3,912","+/- 1,056",265,+/- 202,"11,318","+/- 2,251",705,+/- 307,811,+/- 440,"2,739",+/- 686,68,+/- 114,"1,822",+/- 797,66,+/- 77,"3,259",+/- 997,"8,638","+/- 2,574",819,+/- 534,60,+/- 120,"3,057",+/- 855,"2,146",+/- 839,353,+/- 279,"4,768","+/- 1,111","1,277",+/- 862,"45,904",Midwest_states
Minnesota,"5,315,228","+/- 2,787","4,536,303","+/- 18,312","653,012","+/- 17,074","101,042","+/- 6,534","1,299",+/- 919,523,+/- 312,"3,065",+/- 861,375,+/- 222,"8,086","+/- 2,263","3,565","+/- 1,095",696,+/- 360,0,+/- 139,310,+/- 353,"2,372",+/- 752,"2,235","+/- 1,482","1,277","+/- 1,179",575,+/- 531,"5,896","+/- 1,405","2,026","+/- 1,057","7,220","+/- 1,774",924,+/- 513,57,+/- 103,791,+/- 858,187,+/- 136,"1,841","+/- 2,080",814,+/- 434,"2,212",+/- 822,N/A,N/A,202,+/- 323,"1,709",+/- 750,"1,257",+/- 900,992,+/- 477,932,+/- 542,0,+/- 139,"1,038",+/- 546,322,+/- 224,"1,849",+/- 732,"1,745",+/- 956,"6,672","+/- 1,485","2,635","+/- 1,248","1,212",+/- 894,781,+/- 513,"1,106",+/- 570,299,+/- 226,"1,705","+/- 1,448","3,442",+/- 990,"1,738","+/- 1,141","4,001","+/- 1,244",429,+/- 312,77,+/- 126,"1,037",+/- 434,"1,685",+/- 678,0,+/- 139,"17,618","+/- 2,358",213,+/- 213,"24,871",Midwest_states
Mississippi,"2,947,696","+/- 2,744","2,529,377","+/- 17,940","339,807","+/- 16,126","73,500","+/- 7,080","5,141","+/- 1,870",0,+/- 198,710,+/- 509,"2,680","+/- 1,447","4,371","+/- 1,070",799,+/- 426,106,+/- 147,0,+/- 198,97,+/- 164,"4,676","+/- 1,396","2,669",+/- 865,184,+/- 191,586,+/- 597,"2,703",+/- 933,"1,200",+/- 621,160,+/- 275,400,+/- 339,446,+/- 276,"8,588","+/- 2,293",163,+/- 167,379,+/- 262,67,+/- 113,"1,768","+/- 1,071",568,+/- 385,N/A,N/A,"2,634","+/- 1,581",166,+/- 168,138,+/- 159,526,+/- 342,60,+/- 117,"2,127","+/- 1,495",86,+/- 102,"1,492",+/- 660,"1,709",+/- 609,98,+/- 118,896,+/- 703,562,+/- 352,465,+/- 768,613,+/- 434,185,+/- 229,596,+/- 469,79,+/- 129,"11,643","+/- 2,856","7,230","+/- 2,491",454,+/- 724,0,+/- 198,"1,929","+/- 1,285",433,+/- 309,0,+/- 198,611,+/- 521,307,+/- 287,"5,012",South_states
Missouri,"5,951,913","+/- 3,866","4,965,459","+/- 21,306","801,093","+/- 19,635","162,930","+/- 8,034","1,333",+/- 768,"2,186","+/- 1,289","2,297",+/- 741,"9,434","+/- 2,224","10,717","+/- 2,409","3,798","+/- 1,371",410,+/- 331,234,+/- 314,144,+/- 172,"8,374","+/- 1,990","3,451","+/- 1,391","2,114","+/- 1,271",596,+/- 478,"22,001","+/- 2,893","4,184","+/- 1,267","5,956","+/- 1,324","20,218","+/- 3,673","2,291","+/- 1,067","1,178",+/- 651,996,"+/- 1,247","1,246",+/- 717,810,+/- 486,"2,964","+/- 1,169","2,798","+/- 1,265","1,110",+/- 532,N/A,N/A,511,+/- 506,"1,999",+/- 833,836,+/- 366,35,+/- 58,960,+/- 536,451,+/- 309,"2,834",+/- 918,"3,988","+/- 1,420",636,+/- 462,"3,557","+/- 1,317","5,298","+/- 2,199","1,186",+/- 899,"1,535",+/- 639,361,+/- 582,"2,856","+/- 1,625",527,+/- 542,"3,122","+/- 1,350","9,278","+/- 2,841","3,287","+/- 1,733",318,+/- 413,"2,609","+/- 1,081","2,312","+/- 1,093",148,+/- 181,"2,636",+/- 999,810,+/- 452,"22,431",Midwest_states
Montana,"995,544",+/- 947,"829,489","+/- 8,669","126,463","+/- 7,466","37,690","+/- 4,305",31,+/- 55,726,+/- 442,"1,548",+/- 938,63,+/- 102,"5,428","+/- 2,229","2,135",+/- 896,0,+/- 157,0,+/- 157,0,+/- 157,"1,875","+/- 1,029",292,+/- 270,556,+/- 572,"3,385","+/- 1,349",542,+/- 371,163,+/- 164,415,+/- 384,224,+/- 268,367,+/- 352,0,+/- 157,225,+/- 269,33,+/- 65,97,+/- 109,822,+/- 760,481,+/- 297,32,+/- 58,447,+/- 385,N/A,N/A,108,+/- 149,968,+/- 499,115,+/- 177,156,+/- 198,259,+/- 178,482,+/- 371,"1,082",+/- 808,977,+/- 604,402,+/- 332,"1,018",+/- 948,"2,950","+/- 1,687",457,+/- 362,0,+/- 157,230,+/- 304,191,+/- 142,45,+/- 40,"1,393",+/- 612,260,+/- 261,87,+/- 135,156,+/- 153,"4,783","+/- 1,555",0,+/- 157,750,+/- 425,934,+/- 387,"1,902",West_states
Nebraska,"1,829,420","+/- 2,101","1,540,361","+/- 9,074","237,937","+/- 9,736","43,266","+/- 4,512",245,+/- 275,626,+/- 531,"2,406","+/- 1,120",363,+/- 317,"3,438","+/- 1,425","2,023",+/- 791,0,+/- 149,0,+/- 149,0,+/- 149,"1,368",+/- 978,786,+/- 482,165,+/- 149,315,+/- 374,"1,193",+/- 546,290,+/- 214,"6,815","+/- 2,803","3,103",+/- 822,131,+/- 133,411,+/- 371,68,+/- 90,129,+/- 126,195,+/- 112,258,+/- 197,"1,489","+/- 1,049",176,+/- 132,"2,223",+/- 836,108,+/- 156,N/A,N/A,233,+/- 178,0,+/- 149,524,+/- 363,158,+/- 187,318,+/- 246,874,+/- 414,497,+/- 492,563,+/- 373,587,+/- 408,106,+/- 113,702,+/- 528,0,+/- 149,456,+/- 381,"2,507",+/- 677,232,+/- 184,"3,130","+/- 1,218",229,+/- 230,79,+/- 131,"1,076",+/- 758,"1,327",+/- 673,111,+/- 152,316,+/- 218,917,+/- 371,"7,856",Midwest_states
Nevada,"2,725,280","+/- 3,005","2,105,070","+/- 21,984","481,496","+/- 19,389","124,285","+/- 9,956",761,+/- 724,"2,161","+/- 1,047","8,748","+/- 2,540",353,+/- 404,"49,978","+/- 7,637","6,402","+/- 2,736",143,+/- 181,373,+/- 521,468,+/- 759,"3,381","+/- 1,488",745,+/- 477,"2,053",+/- 949,"1,503",+/- 743,"2,822","+/- 1,412",362,+/- 341,714,+/- 592,"1,202","+/- 1,085",952,+/- 651,421,+/- 296,209,+/- 286,934,+/- 689,318,+/- 267,"1,235",+/- 574,"1,157",+/- 718,783,+/- 658,694,+/- 516,"1,086",+/- 605,714,+/- 551,N/A,N/A,175,+/- 230,912,+/- 600,"1,138",+/- 665,"3,521","+/- 1,460",767,+/- 589,702,+/- 661,"1,407",+/- 791,"1,520","+/- 1,384","3,101","+/- 1,186","1,601","+/- 1,078",336,+/- 548,480,+/- 403,0,+/- 200,"1,699",+/- 822,"5,484","+/- 1,772","4,605","+/- 1,899",121,+/- 222,"1,135",+/- 832,"2,997","+/- 1,103",100,+/- 161,"1,046",+/- 666,766,+/- 706,"14,429",West_states
New Hampshire,"1,309,203","+/- 1,504","1,127,376","+/- 9,730","125,118","+/- 9,101","50,484","+/- 5,282",0,+/- 181,437,+/- 378,440,+/- 413,0,+/- 181,"1,514",+/- 935,572,+/- 637,"1,345",+/- 478,0,+/- 181,101,+/- 131,"2,746","+/- 1,312",470,+/- 324,43,+/- 78,20,+/- 38,673,+/- 608,297,+/- 365,53,+/- 89,102,+/- 161,284,+/- 250,7,+/- 13,"6,118","+/- 1,749",33,+/- 57,"18,990","+/- 3,350",426,+/- 441,0,+/- 181,0,+/- 181,289,+/- 262,0,+/- 181,110,+/- 136,0,+/- 181,N/A,N/A,591,+/- 330,223,+/- 279,"2,905","+/- 1,027","1,609","+/- 1,456",0,+/- 181,324,+/- 240,186,+/- 266,208,+/- 299,890,+/- 561,"1,248",+/- 819,323,+/- 257,0,+/- 181,77,+/- 133,"2,150","+/- 1,715",557,+/- 762,"2,960","+/- 1,339",660,+/- 433,113,+/- 119,80,+/- 131,239,+/- 277,71,+/- 120,"6,225",Northeast_states
New Jersey,"8,772,744","+/- 4,541","7,929,570","+/- 23,298","655,465","+/- 21,808","130,223","+/- 7,649",779,+/- 509,359,+/- 437,"1,328",+/- 704,57,+/- 70,"4,330","+/- 1,070",380,+/- 264,"3,466","+/- 1,711","1,921","+/- 1,383",840,+/- 637,"10,649","+/- 2,430","3,002","+/- 1,032",22,+/- 41,113,+/- 134,"2,052",+/- 874,"1,039",+/- 559,357,+/- 405,426,+/- 405,631,+/- 614,339,+/- 343,430,+/- 388,"3,474","+/- 1,241","4,907","+/- 1,730",324,+/- 191,570,+/- 429,106,+/- 165,384,+/- 363,67,+/- 112,35,+/- 58,908,+/- 526,126,+/- 219,N/A,N/A,45,+/- 75,"40,495","+/- 4,293","3,236","+/- 1,238",55,+/- 93,"1,452",+/- 596,"1,540","+/- 1,537",760,+/- 587,"23,597","+/- 2,976",429,+/- 410,"2,372","+/- 1,386",581,+/- 644,"1,400",+/- 612,"2,509","+/- 1,335",425,+/- 341,35,+/- 57,"5,024","+/- 1,899","1,847","+/- 1,244",297,+/- 201,680,+/- 457,23,+/- 30,"57,486",Northeast_states
New Mexico,"2,060,595","+/- 2,119","1,769,341","+/- 11,461","226,243","+/- 12,069","54,693","+/- 5,877",787,+/- 509,320,+/- 264,"6,391","+/- 1,673",410,+/- 286,"4,536","+/- 1,440","4,780","+/- 1,546",280,+/- 250,100,+/- 136,25,+/- 51,"4,707","+/- 2,184",192,+/- 184,168,+/- 127,355,+/- 352,790,+/- 530,660,+/- 524,384,+/- 331,672,+/- 537,159,+/- 160,790,+/- 883,57,+/- 80,505,+/- 355,303,+/- 298,602,+/- 490,284,+/- 428,451,+/- 630,"1,216",+/- 793,139,+/- 162,194,+/- 220,604,+/- 853,268,+/- 259,252,+/- 271,N/A,N/A,"1,111",+/- 618,335,+/- 373,41,+/- 82,"1,178","+/- 1,049","1,076",+/- 568,932,+/- 481,822,+/- 666,0,+/- 185,325,+/- 260,509,+/- 547,338,+/- 274,"11,955","+/- 2,917","1,382",+/- 889,81,+/- 103,"1,560","+/- 1,330","1,251",+/- 575,0,+/- 185,321,+/- 514,95,+/- 100,"10,318",West_states
New York,"19,352,153","+/- 6,112","17,202,134","+/- 34,343","1,723,117","+/- 30,910","270,053","+/- 11,861","1,364",+/- 864,"4,002","+/- 2,016","4,146","+/- 2,468",247,+/- 203,"24,623","+/- 2,557","3,596",+/- 976,"14,595","+/- 2,921",477,+/- 284,"3,936","+/- 1,392","27,392","+/- 3,450","7,592","+/- 1,925","1,598",+/- 734,607,+/- 472,"8,017","+/- 2,204","3,040","+/- 1,128",955,+/- 658,"1,437",+/- 906,"1,753",+/- 808,"1,083",+/- 465,"1,345",+/- 536,"7,321","+/- 1,575","15,073","+/- 2,292","5,191","+/- 1,445","1,059",+/- 631,773,+/- 800,"3,310","+/- 1,260",421,+/- 424,78,+/- 108,600,+/- 382,"2,760","+/- 1,059","42,574","+/- 4,802",646,+/- 445,N/A,N/A,"10,544","+/- 2,568",77,+/- 129,"4,625","+/- 1,103","1,327",+/- 652,"1,055",+/- 716,"22,895","+/- 3,206","3,222","+/- 1,538","5,952","+/- 1,542",0,+/- 185,"1,279",+/- 624,"11,231","+/- 2,384",622,+/- 489,"2,764","+/- 1,025","7,939","+/- 2,109","2,614",+/- 840,921,+/- 689,979,+/- 507,396,+/- 370,"156,849",Northeast_states
North Carolina,"9,640,490","+/- 5,097","8,167,830","+/- 27,074","1,149,080","+/- 24,801","273,149","+/- 13,136","4,329","+/- 1,544","1,458",+/- 925,"3,493","+/- 1,189",861,+/- 649,"13,883","+/- 2,813","4,790","+/- 2,047","4,914","+/- 1,990","2,180","+/- 1,732","1,801",+/- 687,"26,365","+/- 3,750","16,823","+/- 2,851","1,566",+/- 921,334,+/- 256,"6,378","+/- 2,177","4,532","+/- 2,259",775,+/- 524,"1,595",+/- 748,"1,531",+/- 794,919,+/- 758,"1,259",+/- 972,"9,005","+/- 2,221","3,710","+/- 1,158","6,161","+/- 2,547","1,523",+/- 838,"2,377","+/- 1,092","2,623","+/- 1,742",244,+/- 306,628,+/- 628,"1,627",+/- 807,754,+/- 525,"11,468","+/- 4,262","1,138",+/- 705,"19,891","+/- 3,951",N/A,N/A,206,+/- 232,"9,337","+/- 2,484","1,263",+/- 753,"1,333",+/- 772,"12,179","+/- 2,356",290,+/- 198,"25,532","+/- 4,732",351,+/- 186,"9,230","+/- 2,122","12,638","+/- 2,381","1,189","+/- 1,040",445,+/- 291,"26,759","+/- 4,229","5,915","+/- 2,630","2,677",+/- 985,"2,266",+/- 980,604,+/- 687,"50,431",South_states
North Dakota,"689,838","+/- 1,379","563,978","+/- 6,361","84,294","+/- 5,380","38,213","+/- 3,616",83,+/- 142,70,+/- 105,"1,571",+/- 788,0,+/- 141,999,+/- 460,546,+/- 293,65,+/- 100,0,+/- 141,70,+/- 112,950,+/- 860,98,+/- 154,160,+/- 148,540,+/- 521,799,+/- 523,55,+/- 77,458,+/- 316,161,+/- 122,22,+/- 44,18,+/- 27,98,+/- 176,232,+/- 311,187,+/- 281,757,+/- 571,"15,257","+/- 2,266",72,+/- 109,"1,490","+/- 1,346","1,776",+/- 709,950,+/- 764,854,+/- 572,0,+/- 141,140,+/- 231,161,+/- 228,331,+/- 331,231,+/- 243,N/A,N/A,6,+/- 14,280,+/- 260,724,+/- 529,114,+/- 157,244,+/- 255,14,+/- 28,"1,754",+/- 822,746,+/- 694,"1,414",+/- 756,43,+/- 60,758,"+/- 1,014",403,+/- 309,"1,604",+/- 796,0,+/- 141,543,+/- 327,365,+/- 269,"3,353",Midwest_states
Ohio,"11,414,635","+/- 5,725","9,735,390","+/- 29,715","1,440,815","+/- 28,423","196,391","+/- 9,611","3,705","+/- 2,297","2,207","+/- 1,757","4,929","+/- 1,912",884,+/- 604,"8,995","+/- 1,803","3,180","+/- 1,230","1,355",+/- 887,"1,079",+/- 696,985,+/- 722,"16,366","+/- 2,560","8,052","+/- 2,973","1,198",+/- 591,412,+/- 295,"9,510","+/- 2,157","13,534","+/- 2,157","1,039",+/- 765,"1,166",+/- 617,"13,227","+/- 2,976","2,214","+/- 1,011","1,189",+/- 889,"5,026","+/- 2,570","2,189",+/- 808,"16,336","+/- 2,656","1,122",+/- 597,"1,017",+/- 865,"3,026","+/- 1,068",276,+/- 292,"1,052",+/- 656,907,+/- 525,189,+/- 156,"4,703","+/- 2,119","1,361",+/- 817,"8,732","+/- 1,741","5,498","+/- 1,525",453,+/- 346,N/A,N/A,858,+/- 417,432,+/- 307,"14,147","+/- 2,612",435,+/- 384,"2,445","+/- 1,029",47,+/- 76,"3,542","+/- 1,429","11,760","+/- 2,739",197,+/- 211,364,+/- 350,"3,193","+/- 1,055","2,862","+/- 2,150","7,820","+/- 2,219",974,+/- 725,202,+/- 210,"42,039",Midwest_states
Oklahoma,"3,762,311","+/- 2,764","3,107,367","+/- 14,635","531,347","+/- 12,812","108,972","+/- 6,570","1,030",+/- 467,"1,279",+/- 600,"2,974","+/- 1,435","5,777","+/- 1,187","8,950","+/- 2,184","4,717","+/- 1,556",0,+/- 149,380,+/- 288,151,+/- 148,"5,011","+/- 1,525","2,581",+/- 935,189,+/- 295,905,+/- 600,"1,100",+/- 487,"1,490",+/- 936,"1,088",+/- 689,"7,065","+/- 1,535","1,354",+/- 898,"2,562","+/- 1,354",167,+/- 260,750,+/- 685,"1,233",+/- 906,"1,347",+/- 671,906,+/- 469,"1,850",+/- 752,"5,210","+/- 1,349",798,+/- 710,300,+/- 208,"1,101",+/- 799,549,+/- 383,"1,523",+/- 748,"1,244",+/- 712,"1,981",+/- 936,"1,961",+/- 912,308,+/- 340,"1,148",+/- 533,N/A,N/A,"1,261",+/- 771,494,+/- 285,0,+/- 149,569,+/- 346,108,+/- 154,"2,471","+/- 1,035","25,508","+/- 2,960","2,588","+/- 1,465",197,+/- 316,"1,749",+/- 829,"1,574",+/- 575,368,+/- 298,"1,061",+/- 758,45,+/- 68,"14,625",South_states
Oregon,"3,857,465","+/- 2,984","3,158,450","+/- 19,251","560,673","+/- 17,729","118,925","+/- 7,769",373,+/- 425,"2,513",+/- 953,"7,954","+/- 2,060",165,+/- 158,"31,862","+/- 3,767","4,472","+/- 2,133",381,+/- 457,0,+/- 193,696,+/- 919,"1,660",+/- 620,"1,032",+/- 523,"2,501",+/- 813,"5,093","+/- 1,880","1,676","+/- 1,192","1,380","+/- 1,000",834,+/- 781,556,+/- 534,202,+/- 261,227,+/- 229,446,+/- 353,457,+/- 422,760,+/- 604,570,+/- 338,"1,792",+/- 799,186,+/- 237,403,+/- 269,"2,192",+/- 968,570,+/- 448,"5,935","+/- 2,774",39,+/- 65,385,+/- 327,920,+/- 676,"2,379","+/- 1,032","1,482","+/- 1,046",42,+/- 85,"1,411",+/- 789,725,+/- 546,N/A,N/A,904,+/- 535,177,+/- 214,461,+/- 364,119,+/- 143,802,+/- 583,"3,347","+/- 1,277","4,793","+/- 2,328",367,+/- 435,676,+/- 510,"21,224","+/- 3,153",593,+/- 502,426,+/- 284,765,+/- 664,"19,417",West_states
Pennsylvania,"12,630,082","+/- 4,558","11,107,110","+/- 28,998","1,252,378","+/- 26,347","215,500","+/- 8,872","1,926","+/- 1,318","1,658",+/- 857,"3,529","+/- 1,256",573,+/- 315,"7,772","+/- 1,558","2,574","+/- 1,488","3,311",+/- 905,"4,814","+/- 1,468","2,921",+/- 830,"14,631","+/- 2,565","4,337","+/- 1,703",245,+/- 180,359,+/- 350,"3,749","+/- 1,137","1,599",+/- 680,125,+/- 177,967,+/- 860,"1,233",+/- 604,694,+/- 431,988,+/- 675,"17,529","+/- 3,084","5,900","+/- 1,368","2,642","+/- 1,235","1,169",+/- 588,55,+/- 49,"1,171",+/- 575,135,+/- 169,214,+/- 187,"1,600",+/- 999,"1,138",+/- 609,"33,791","+/- 4,576","1,001",+/- 740,"32,898","+/- 4,482","6,380","+/- 1,734",166,+/- 195,"14,319","+/- 2,479",378,+/- 253,234,+/- 220,N/A,N/A,771,+/- 472,"3,023",+/- 869,159,+/- 206,"1,273",+/- 533,"6,768","+/- 1,688","1,276",+/- 804,"1,012",+/- 873,"11,960","+/- 2,213","1,787","+/- 1,202","6,762","+/- 2,075","1,550",+/- 722,434,+/- 439,"55,094",Northeast_states
Rhode Island,"1,040,527","+/- 1,533","899,551","+/- 9,890","101,165","+/- 8,498","33,446","+/- 3,551",20,+/- 44,0,+/- 200,93,+/- 151,0,+/- 200,"2,146",+/- 811,332,+/- 315,"4,170","+/- 1,101",0,+/- 200,313,+/- 381,"2,752","+/- 1,143",168,+/- 211,120,+/- 145,0,+/- 200,385,+/- 382,0,+/- 200,0,+/- 200,27,+/- 47,286,+/- 405,24,+/- 45,279,+/- 249,482,+/- 325,"11,253","+/- 1,937",230,+/- 169,131,+/- 131,0,+/- 200,210,+/- 158,0,+/- 200,188,+/- 250,25,+/- 48,611,+/- 385,"1,219",+/- 641,36,+/- 58,"3,603","+/- 1,335",478,+/- 508,0,+/- 200,63,+/- 80,0,+/- 200,139,+/- 235,735,+/- 552,N/A,N/A,481,+/- 609,0,+/- 200,120,+/- 199,823,+/- 433,0,+/- 200,53,+/- 76,"1,008",+/- 569,287,+/- 320,0,+/- 200,135,+/- 124,21,+/- 32,"6,365",Northeast_states
South Carolina,"4,668,886","+/- 3,434","3,929,626","+/- 20,572","564,350","+/- 20,053","156,705","+/- 9,611","1,665",+/- 635,"1,244","+/- 1,016","2,222","+/- 1,160",839,+/- 526,"5,979","+/- 1,473","1,915","+/- 1,059","1,590",+/- 729,697,+/- 492,435,+/- 352,"11,552","+/- 2,367","18,570","+/- 3,616",638,+/- 493,198,+/- 321,"2,125","+/- 1,128","3,802","+/- 1,911",643,+/- 437,"1,064",+/- 855,"1,924",+/- 991,"2,709","+/- 2,265","2,077",+/- 942,"3,565","+/- 1,205","2,313",+/- 826,"2,966","+/- 1,289",757,+/- 582,"1,407",+/- 802,"1,884",+/- 724,93,+/- 127,158,+/- 165,"1,025",+/- 834,917,+/- 696,"6,517","+/- 2,181","1,052","+/- 1,085","10,746","+/- 3,642","24,764","+/- 3,907",656,+/- 650,"4,388","+/- 1,326",555,+/- 354,255,+/- 202,"6,497","+/- 2,067",538,+/- 332,N/A,N/A,816,"+/- 1,252","3,550","+/- 1,136","5,351","+/- 1,482",566,+/- 425,298,+/- 244,"9,377","+/- 3,040","1,629","+/- 1,165","1,345",+/- 720,832,+/- 570,0,+/- 197,"18,205",South_states
South Dakota,"821,669","+/- 1,036","676,014","+/- 7,752","115,606","+/- 7,423","26,051","+/- 2,891",0,+/- 147,855,"+/- 1,127",435,+/- 333,227,+/- 354,"1,494",+/- 663,"1,744",+/- 839,2,+/- 4,0,+/- 147,0,+/- 147,970,+/- 638,122,+/- 130,8,+/- 13,78,+/- 104,74,+/- 102,210,+/- 289,"2,441",+/- 932,403,+/- 295,0,+/- 147,0,+/- 147,0,+/- 147,60,+/- 65,61,+/- 101,892,+/- 747,"3,568","+/- 1,023",34,+/- 48,474,+/- 274,248,+/- 208,"2,175",+/- 801,135,+/- 171,0,+/- 147,0,+/- 147,175,+/- 187,371,+/- 317,240,+/- 220,"1,725",+/- 823,64,+/- 77,21,+/- 36,667,+/- 583,515,+/- 633,0,+/- 147,158,+/- 159,N/A,N/A,507,+/- 346,"1,715","+/- 1,067",388,+/- 372,5,+/- 9,340,+/- 300,"1,026",+/- 681,131,+/- 216,314,+/- 413,979,+/- 735,"3,998",Midwest_states
Tennessee,"6,378,278","+/- 4,412","5,396,833","+/- 24,470","783,077","+/- 21,860","177,098","+/- 10,625","12,116","+/- 3,309","1,281",+/- 847,"2,250",+/- 907,"3,306","+/- 1,731","8,396","+/- 2,447","2,473","+/- 1,156",936,+/- 900,176,+/- 222,180,+/- 203,"15,641","+/- 3,639","16,012","+/- 3,114","1,058","+/- 1,052",787,+/- 817,"7,094","+/- 1,891","5,591","+/- 2,209",617,+/- 556,"2,630","+/- 1,972","13,202","+/- 2,695","2,452","+/- 1,206","1,040",+/- 589,"1,743",+/- 867,"1,525",+/- 706,"4,507","+/- 1,434","1,178",+/- 896,"10,568","+/- 2,321","2,694","+/- 1,254",308,+/- 278,432,+/- 389,735,+/- 443,271,+/- 287,783,+/- 507,751,+/- 640,"6,279","+/- 2,008","5,904","+/- 1,834",7,+/- 16,"6,200","+/- 1,742","2,495","+/- 1,410","1,080",+/- 589,"3,329",+/- 999,26,+/- 55,"4,300","+/- 1,280",0,+/- 193,N/A,N/A,"8,716","+/- 2,938",784,"+/- 1,131",133,+/- 133,"8,008","+/- 2,159","1,876",+/- 852,"3,248","+/- 1,760","1,622",+/- 727,358,+/- 382,"21,270",South_states
Texas,"25,711,791","+/- 10,124","21,354,247","+/- 60,947","3,656,070","+/- 53,747","507,752","+/- 20,202","9,993","+/- 3,132","6,759","+/- 2,614","18,908","+/- 3,870","13,781","+/- 3,771","62,702","+/- 8,792","16,616","+/- 3,638","2,769","+/- 1,124",181,+/- 168,"1,189",+/- 610,"31,259","+/- 6,252","20,362","+/- 3,365","5,040","+/- 2,386","2,387","+/- 1,190","19,672","+/- 3,645","8,264","+/- 2,734","4,934","+/- 2,063","12,699","+/- 3,202","6,040","+/- 2,224","29,348","+/- 5,712","1,293","+/- 1,284","4,969","+/- 2,026","4,813","+/- 1,584","9,501","+/- 2,273","2,803",+/- 948,"6,402","+/- 2,032","12,319","+/- 2,205","1,813",+/- 986,"4,794","+/- 2,045","8,266","+/- 4,162",761,+/- 749,"6,797","+/- 2,141","16,762","+/- 3,127","20,274","+/- 4,211","22,660","+/- 6,953",989,+/- 542,"8,728","+/- 1,739","26,284","+/- 4,418","3,827","+/- 1,684","10,449","+/- 2,158","1,763","+/- 1,605","4,470","+/- 1,665","1,264",+/- 757,"10,368","+/- 2,623",N/A,N/A,"4,610","+/- 2,045",113,+/- 135,"17,734","+/- 4,904","11,630","+/- 2,741","1,729",+/- 938,"4,192","+/- 1,322","2,472","+/- 1,676","193,722",South_states
