Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Tennessee,"6,522,259","+/- 4,265","5,535,963","+/- 28,320","766,524","+/- 23,974","195,923","+/- 11,637","10,291","+/- 2,438",624,+/- 478,"2,513","+/- 1,343","6,071","+/- 2,418","10,032","+/- 2,208","1,722","+/- 1,026",995,+/- 584,317,+/- 320,417,+/- 515,"17,853","+/- 3,833","13,585","+/- 2,523","1,124",+/- 920,354,+/- 415,"6,764","+/- 1,848","7,128","+/- 3,311","1,153",+/- 806,"3,227","+/- 3,001","14,772","+/- 3,515","2,784","+/- 1,322",943,+/- 797,"2,664","+/- 1,233","4,061","+/- 1,832","6,454","+/- 2,109","1,667","+/- 1,065","9,473","+/- 2,098","2,620","+/- 1,269",135,+/- 164,"1,850","+/- 1,442",954,+/- 843,454,+/- 623,"1,549",+/- 787,340,+/- 407,"6,972","+/- 2,430","11,838","+/- 4,061",727,+/- 956,"6,802","+/- 2,325","2,580","+/- 1,542",522,+/- 364,"2,472","+/- 1,048",455,+/- 645,"4,148","+/- 1,476",519,+/- 689,N/A,N/A,"11,934","+/- 2,875","1,097",+/- 796,"1,397","+/- 1,402","6,382","+/- 1,571",485,+/- 362,"1,044",+/- 674,"1,480",+/- 811,179,+/- 302,"23,849",South_states
Texas,"27,092,848","+/- 11,293","22,723,345","+/- 58,176","3,594,282","+/- 54,950","553,032","+/- 19,120","7,167","+/- 2,349","2,573","+/- 1,149","16,067","+/- 3,094","14,539","+/- 2,462","65,546","+/- 6,771","22,587","+/- 3,583","3,973","+/- 1,618","2,051","+/- 1,399","1,423",+/- 901,"33,670","+/- 4,751","20,924","+/- 4,040","3,342","+/- 1,349",995,+/- 742,"21,927","+/- 3,507","9,413","+/- 3,478","5,874","+/- 1,632","9,952","+/- 2,830","4,884","+/- 1,568","31,044","+/- 5,005","1,144",+/- 933,"10,839","+/- 2,613","8,279","+/- 2,241","13,919","+/- 3,704","4,956","+/- 1,562","13,476","+/- 5,791","17,273","+/- 5,840","2,210","+/- 1,101","4,486","+/- 1,678","7,822","+/- 2,575","1,407","+/- 1,111","11,141","+/- 2,923","16,056","+/- 3,746","26,287","+/- 4,939","15,869","+/- 3,608",976,+/- 667,"12,077","+/- 2,825","25,555","+/- 4,026","3,906","+/- 1,371","12,984","+/- 3,169","1,060",+/- 660,"5,617","+/- 2,444",762,+/- 574,"13,199","+/- 3,708",N/A,N/A,"6,583","+/- 1,981",395,+/- 415,"18,429","+/- 4,358","9,155","+/- 3,347","2,083","+/- 1,108","4,393","+/- 1,618","2,743","+/- 1,875","222,189",South_states
Utah,"2,947,423","+/- 3,093","2,435,722","+/- 19,625","390,649","+/- 17,548","97,361","+/- 7,413",369,+/- 349,"1,630",+/- 906,"7,650","+/- 2,231",230,+/- 243,"18,154","+/- 3,634","3,964","+/- 1,432",295,+/- 309,61,+/- 103,186,+/- 217,"2,383","+/- 1,484","1,032",+/- 848,"2,239","+/- 1,517","6,413","+/- 1,784","1,374",+/- 672,501,+/- 341,301,+/- 266,692,+/- 470,220,+/- 223,268,+/- 317,152,+/- 158,672,+/- 386,"1,029",+/- 751,575,+/- 313,519,+/- 474,"1,145",+/- 983,"1,221",+/- 580,"2,115","+/- 1,028",264,+/- 308,"5,073","+/- 2,042",340,+/- 308,"1,078",+/- 960,"1,645","+/- 1,647","1,853",+/- 838,"1,648","+/- 1,075",254,+/- 234,"1,623","+/- 1,130","1,214",+/- 920,"1,838",+/- 821,"2,710","+/- 1,714",0,+/- 187,323,+/- 299,496,+/- 618,"1,122",+/- 606,"8,698","+/- 2,552",N/A,N/A,193,+/- 211,"1,628",+/- 737,"5,426","+/- 1,491",138,+/- 260,"1,798","+/- 1,128","2,609","+/- 1,485","23,691",West_states
Vermont,"619,952",+/- 781,"532,319","+/- 5,199","62,067","+/- 4,869","21,232","+/- 2,519",245,+/- 319,17,+/- 30,69,+/- 85,0,+/- 149,968,+/- 493,376,+/- 357,"1,379",+/- 565,70,+/- 95,286,+/- 262,442,+/- 261,410,+/- 434,0,+/- 149,79,+/- 96,265,+/- 231,0,+/- 149,97,+/- 164,18,+/- 30,199,+/- 194,138,+/- 238,999,+/- 737,561,+/- 372,"2,840",+/- 758,765,+/- 909,10,+/- 23,0,+/- 149,0,+/- 149,67,+/- 89,0,+/- 149,0,+/- 149,"2,496",+/- 791,"1,607",+/- 641,83,+/- 120,"3,034",+/- 722,326,+/- 324,0,+/- 149,377,+/- 224,0,+/- 149,81,+/- 85,327,+/- 305,750,+/- 623,118,+/- 97,54,+/- 90,435,+/- 457,144,+/- 141,175,+/- 257,N/A,N/A,274,+/- 200,636,+/- 489,0,+/- 149,0,+/- 149,15,+/- 33,"4,334",Northeast_states
Virginia,"8,283,737","+/- 4,532","6,952,362","+/- 28,986","983,569","+/- 26,232","277,715","+/- 12,444","2,888","+/- 1,005","1,221",+/- 661,"2,181","+/- 1,029",856,+/- 596,"24,500","+/- 4,019","3,804","+/- 1,224","3,594","+/- 1,307","1,199",+/- 642,"10,969","+/- 1,905","23,691","+/- 4,824","9,628","+/- 1,915","1,912",+/- 996,272,+/- 252,"9,699","+/- 2,551","2,442","+/- 1,111","1,204",+/- 627,"1,724",+/- 872,"2,802","+/- 1,303","3,993","+/- 1,464","1,548",+/- 904,"28,155","+/- 4,261","3,632","+/- 1,016","3,421","+/- 1,209","2,788","+/- 1,018","1,920","+/- 1,072","3,048","+/- 1,085",27,+/- 53,971,+/- 576,639,+/- 451,865,+/- 557,"9,447","+/- 2,050",973,+/- 673,"18,267","+/- 3,141","18,298","+/- 3,032",214,+/- 266,"5,961","+/- 1,701","2,219","+/- 1,380",135,+/- 135,"13,379","+/- 2,548","1,623","+/- 1,058","8,906","+/- 2,579",216,+/- 356,"9,637","+/- 2,390","16,685","+/- 3,214","1,763",+/- 706,680,+/- 588,N/A,N/A,"4,134","+/- 1,549","7,673","+/- 2,270","1,645",+/- 788,267,+/- 421,"70,091",South_states
Washington,"7,089,143","+/- 3,701","5,778,806","+/- 28,406","1,017,221","+/- 25,445","230,907","+/- 11,515",580,+/- 432,"3,911","+/- 1,177","9,860","+/- 2,142","1,146",+/- 888,"45,609","+/- 4,896","7,258","+/- 2,518",586,+/- 371,39,+/- 76,407,+/- 378,"10,822","+/- 2,876","5,415","+/- 2,268","4,386","+/- 1,465","10,311","+/- 2,337","5,794","+/- 3,254","1,611",+/- 678,"1,002",+/- 886,"2,728","+/- 1,452",875,+/- 715,632,+/- 408,655,+/- 703,"3,844","+/- 1,756","2,600",+/- 926,"2,578","+/- 1,069","3,503","+/- 1,494",916,+/- 670,"2,535","+/- 1,112","4,936","+/- 1,591",301,+/- 341,"4,820","+/- 1,970",681,+/- 596,"3,214","+/- 1,334",878,+/- 610,"4,983","+/- 1,580","3,105","+/- 1,568","1,283","+/- 1,032","2,654","+/- 1,136","3,736","+/- 2,047","32,570","+/- 5,221","2,857","+/- 1,096",116,+/- 157,"2,469",+/- 880,457,+/- 323,"2,794","+/- 1,521","12,829","+/- 2,473","5,827","+/- 1,917",180,+/- 156,"5,901","+/- 1,828",N/A,N/A,"1,098",+/- 614,"2,860","+/- 1,167",755,+/- 562,"62,209",West_states
West Virginia,"1,823,753","+/- 2,120","1,610,407","+/- 10,957","167,631","+/- 9,128","42,078","+/- 4,511",240,+/- 294,0,+/- 189,0,+/- 189,7,+/- 6,875,+/- 682,491,+/- 499,570,+/- 569,231,+/- 337,460,+/- 310,"2,867","+/- 1,101",777,+/- 736,0,+/- 189,45,+/- 76,349,+/- 306,747,+/- 626,8,+/- 14,103,+/- 167,"1,871",+/- 993,0,+/- 189,156,+/- 181,"5,308","+/- 1,794",126,+/- 115,524,+/- 453,371,+/- 354,249,+/- 350,367,+/- 419,0,+/- 189,0,+/- 189,0,+/- 189,0,+/- 189,221,+/- 182,161,+/- 198,285,+/- 181,"1,846","+/- 1,118",0,+/- 189,"6,802","+/- 1,879",177,+/- 167,348,+/- 340,"3,925","+/- 1,178",123,+/- 164,"1,166",+/- 608,0,+/- 189,968,+/- 783,967,+/- 637,483,+/- 550,147,+/- 198,"7,400","+/- 1,564",223,+/- 363,N/A,N/A,94,+/- 154,0,+/- 189,"3,637",South_states
Wisconsin,"5,708,201","+/- 3,093","4,891,636","+/- 19,111","690,306","+/- 17,552","106,511","+/- 8,097",322,+/- 272,188,+/- 144,"2,540",+/- 980,289,+/- 261,"5,230","+/- 1,540","1,568",+/- 548,"1,104",+/- 864,88,+/- 125,649,+/- 824,"2,589",+/- 793,"2,202","+/- 1,142",384,+/- 288,302,+/- 371,"23,233","+/- 3,335","2,266",+/- 739,"5,822","+/- 1,921",996,+/- 595,728,+/- 592,"1,015",+/- 619,46,+/- 46,895,+/- 625,869,+/- 834,"4,897","+/- 1,761","19,812","+/- 2,383",684,+/- 527,"1,850",+/- 961,174,+/- 172,587,+/- 487,692,+/- 466,82,+/- 98,"1,142",+/- 646,187,+/- 191,"2,293",+/- 840,"1,525",+/- 745,561,+/- 354,"1,705",+/- 573,"1,432",+/- 998,"1,064",+/- 487,"1,660",+/- 995,69,+/- 108,324,+/- 226,243,+/- 231,"2,261","+/- 1,099","4,665","+/- 1,475",468,+/- 373,14,+/- 23,"2,066","+/- 1,070","2,129",+/- 888,8,+/- 16,N/A,N/A,592,+/- 436,"19,748",Midwest_states
Wyoming,"579,102","+/- 1,256","474,927","+/- 7,256","65,384","+/- 6,731","35,947","+/- 4,840",253,+/- 233,263,+/- 250,"1,196",+/- 821,197,+/- 275,"2,350","+/- 1,323","9,132","+/- 3,775",271,+/- 281,0,+/- 192,29,+/- 59,109,+/- 158,438,+/- 319,80,+/- 117,"1,414",+/- 910,398,+/- 238,134,+/- 118,251,+/- 226,2,+/- 5,204,+/- 277,314,+/- 482,790,"+/- 1,007",10,+/- 20,0,+/- 192,48,+/- 73,788,+/- 611,0,+/- 192,184,+/- 120,993,+/- 579,"1,742",+/- 855,"1,021",+/- 799,0,+/- 192,0,+/- 192,488,+/- 579,191,+/- 240,44,+/- 59,501,+/- 507,162,+/- 213,130,+/- 122,46,+/- 42,15,+/- 24,6,+/- 12,27,+/- 39,"1,233",+/- 943,143,+/- 244,"4,587","+/- 1,720","3,725","+/- 1,634",6,+/- 12,564,+/- 411,"1,051",+/- 714,0,+/- 192,417,+/- 372,N/A,N/A,"2,844",West_states
Puerto Rico,"3,443,445","+/- 2,859","3,193,423","+/- 14,727","219,833","+/- 13,465","24,762","+/- 3,564",246,+/- 297,36,+/- 61,136,+/- 169,127,+/- 203,176,+/- 220,60,+/- 119,404,+/- 374,0,+/- 221,75,+/- 89,"5,515","+/- 1,450","1,129","+/- 1,008",0,+/- 221,0,+/- 221,113,+/- 128,52,+/- 92,151,+/- 183,0,+/- 221,47,+/- 78,0,+/- 221,0,+/- 221,318,+/- 253,"2,503","+/- 1,366",104,+/- 168,0,+/- 221,0,+/- 221,0,+/- 221,0,+/- 221,0,+/- 221,0,+/- 221,64,+/- 102,"1,826",+/- 795,0,+/- 221,"5,221","+/- 2,037",518,+/- 752,0,+/- 221,782,+/- 712,243,+/- 293,0,+/- 221,"1,476",+/- 815,492,+/- 565,183,+/- 311,0,+/- 221,739,"+/- 1,014",582,+/- 410,0,+/- 221,0,+/- 221,"1,063",+/- 752,204,+/- 337,0,+/- 221,177,+/- 199,0,+/- 221,"5,427",NaN
