Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Tennessee,"6,282,706","+/- 4,009","5,299,496","+/- 24,505","801,355","+/- 21,988","159,778","+/- 11,597","8,897","+/- 2,131",343,+/- 300,"2,291","+/- 1,160","4,736","+/- 1,836","8,019","+/- 2,431","1,858","+/- 1,182",765,+/- 713,248,+/- 254,394,+/- 484,"14,168","+/- 3,004","11,065","+/- 2,592",243,+/- 402,333,+/- 374,"3,162","+/- 1,151","4,764","+/- 1,593","1,052",+/- 864,"2,506","+/- 2,041","11,188","+/- 3,378","2,602","+/- 1,490",84,+/- 138,"1,450",+/- 701,"1,733",+/- 904,"5,529","+/- 1,806","1,504","+/- 1,160","9,029","+/- 2,461","4,342","+/- 1,588",290,+/- 243,187,+/- 177,"2,433","+/- 1,517",197,+/- 238,"2,230","+/- 1,219",621,+/- 543,"4,800","+/- 1,691","7,102","+/- 1,676",0,+/- 287,"4,462","+/- 2,091",669,+/- 482,430,+/- 497,"2,562","+/- 1,256",805,+/- 913,"4,765","+/- 2,102",63,+/- 112,N/A,N/A,"8,701","+/- 2,089","2,062","+/- 1,241",0,+/- 287,"8,650","+/- 2,526","1,412",+/- 911,"2,201","+/- 1,455","2,831","+/- 1,402",0,+/- 287,"22,077",South_states
Texas,"24,899,075","+/- 8,102","20,500,156","+/- 52,416","3,740,344","+/- 51,566","486,558","+/- 20,955","8,636","+/- 2,633","11,613","+/- 3,256","16,521","+/- 3,719","15,251","+/- 3,182","68,959","+/- 7,058","16,361","+/- 3,311",924,+/- 551,704,+/- 533,460,+/- 400,"26,668","+/- 4,238","16,671","+/- 3,792","3,718","+/- 1,263","2,033","+/- 1,171","20,169","+/- 3,942","6,985","+/- 2,350","3,946","+/- 1,452","11,598","+/- 2,743","5,153","+/- 1,839","31,149","+/- 5,628","1,318",+/- 889,"4,724","+/- 1,564","7,139","+/- 2,275","13,775","+/- 3,091","6,088","+/- 2,182","7,773","+/- 2,477","12,061","+/- 2,517","1,027",+/- 614,"4,893","+/- 2,391","8,324","+/- 2,790","1,067",+/- 637,"7,058","+/- 2,884","11,752","+/- 2,780","16,624","+/- 4,092","12,183","+/- 3,708","2,452","+/- 1,624","8,317","+/- 1,971","22,969","+/- 4,302","4,373","+/- 1,618","7,161","+/- 2,092",975,+/- 613,"5,249","+/- 1,965","1,936",+/- 836,"13,044","+/- 3,538",N/A,N/A,"4,123","+/- 1,574",52,+/- 88,"13,713","+/- 2,694","8,847","+/- 2,397","2,221","+/- 1,231","5,927","+/- 1,723","1,874","+/- 1,022","172,017",South_states
Utah,"2,724,064","+/- 2,775","2,240,636","+/- 18,397","388,410","+/- 17,535","77,780","+/- 6,769",93,+/- 114,"1,798","+/- 1,320","8,147","+/- 2,522",316,+/- 262,"12,187","+/- 2,104","3,987","+/- 1,226",119,+/- 148,0,+/- 267,138,+/- 168,"2,097","+/- 1,007",966,+/- 644,932,+/- 930,"7,692","+/- 2,177","1,831",+/- 767,517,+/- 475,483,+/- 348,299,+/- 340,235,+/- 266,46,+/- 98,148,+/- 237,426,+/- 302,246,+/- 253,261,+/- 243,914,+/- 545,127,+/- 134,"1,255",+/- 929,"1,929","+/- 1,099",118,+/- 121,"4,549","+/- 1,568",0,+/- 267,247,+/- 240,518,+/- 480,"1,462",+/- 752,"1,167",+/- 840,0,+/- 267,"1,527","+/- 1,163",886,+/- 947,"2,525","+/- 1,094",557,+/- 347,0,+/- 267,838,+/- 716,875,"+/- 1,215",459,+/- 385,"5,305","+/- 1,508",N/A,N/A,297,+/- 494,"3,005","+/- 2,000","3,792","+/- 1,538",0,+/- 267,338,+/- 323,"2,126","+/- 1,168","17,238",West_states
Vermont,"619,363",+/- 779,"534,975","+/- 5,691","59,032","+/- 4,857","22,529","+/- 2,945",0,+/- 211,184,+/- 181,65,+/- 76,0,+/- 211,"1,001",+/- 506,326,+/- 238,"1,287",+/- 585,87,+/- 111,9,+/- 15,"2,063","+/- 1,237",496,+/- 395,49,+/- 71,0,+/- 211,370,+/- 415,0,+/- 211,91,+/- 93,0,+/- 211,176,+/- 146,0,+/- 211,824,+/- 365,300,+/- 294,"3,599","+/- 1,075",201,+/- 209,85,+/- 116,0,+/- 211,51,+/- 86,236,+/- 207,0,+/- 211,58,+/- 75,"2,760",+/- 827,751,+/- 390,0,+/- 211,"4,056","+/- 1,050",539,+/- 455,30,+/- 50,50,+/- 65,0,+/- 211,100,+/- 122,524,+/- 339,227,+/- 154,134,+/- 157,153,+/- 214,125,+/- 104,565,+/- 449,0,+/- 211,N/A,N/A,400,+/- 361,128,+/- 115,0,+/- 211,377,+/- 488,52,+/- 86,"2,827",Northeast_states
Virginia,"7,930,773","+/- 4,735","6,752,310","+/- 28,251","870,491","+/- 21,599","259,507","+/- 12,319","2,671","+/- 1,201","3,296","+/- 1,952","3,807","+/- 1,454","1,233","+/- 1,034","17,088","+/- 3,674","3,229","+/- 1,571","2,468",+/- 921,"1,265",+/- 828,"10,593","+/- 2,299","18,165","+/- 3,554","11,927","+/- 3,210","2,347","+/- 1,394","1,159",+/- 787,"7,576","+/- 2,202","2,892","+/- 1,856","1,135",+/- 758,"2,103","+/- 1,418","2,051","+/- 1,056","2,148",+/- 926,"1,494",+/- 932,"24,822","+/- 4,371","4,104","+/- 1,347","5,733","+/- 2,245",462,+/- 292,"1,858","+/- 1,007","4,262","+/- 2,141",866,"+/- 1,090",523,+/- 475,748,+/- 469,372,+/- 515,"6,825","+/- 1,687","1,098",+/- 735,"17,525","+/- 3,087","23,829","+/- 4,041",201,+/- 325,"7,708","+/- 2,181",781,+/- 611,"2,137","+/- 2,081","11,796","+/- 2,546","1,543","+/- 1,150","8,339","+/- 2,247",98,+/- 179,"5,842","+/- 1,776","12,938","+/- 3,212","1,551",+/- 822,676,+/- 599,N/A,N/A,"4,373","+/- 1,700","6,779","+/- 2,481","2,648","+/- 1,525",423,+/- 429,"48,465",South_states
Washington,"6,661,321","+/- 4,568","5,464,985","+/- 26,926","946,923","+/- 24,983","191,784","+/- 12,094","1,322","+/- 1,150","5,644","+/- 2,055","5,971","+/- 2,284",658,+/- 531,"39,468","+/- 5,451","4,883","+/- 1,316",642,+/- 450,202,+/- 198,243,+/- 260,"5,378","+/- 1,314","3,107","+/- 1,650","4,246","+/- 1,482","12,661","+/- 3,237","3,931","+/- 1,438","1,912","+/- 1,321","1,685",+/- 993,"1,694","+/- 1,174",886,+/- 626,"1,011",+/- 588,717,+/- 653,629,+/- 445,"1,448",+/- 796,"2,871","+/- 1,443","1,323",+/- 656,737,+/- 784,"3,727","+/- 2,288","5,094","+/- 1,449",323,+/- 245,"5,310","+/- 1,954",282,+/- 305,721,+/- 604,"1,012",+/- 599,"4,140","+/- 1,494","2,143","+/- 1,189",515,+/- 426,"2,727","+/- 1,146","1,986","+/- 1,131","26,235","+/- 4,414","2,893","+/- 1,410",220,+/- 197,"3,047","+/- 1,800",866,+/- 729,789,+/- 511,"11,338","+/- 3,003","4,020","+/- 1,681",981,+/- 803,"7,266","+/- 2,764",N/A,N/A,62,+/- 107,"2,180","+/- 1,074",638,+/- 524,"57,629",West_states
West Virginia,"1,833,535","+/- 1,890","1,625,125","+/- 9,824","166,168","+/- 9,198","39,609","+/- 4,590",41,+/- 69,"1,326","+/- 1,210",0,+/- 269,0,+/- 269,760,+/- 511,608,+/- 553,84,+/- 148,556,+/- 506,480,+/- 466,"1,842",+/- 825,485,+/- 354,0,+/- 269,88,+/- 158,356,+/- 338,366,+/- 311,0,+/- 269,161,+/- 198,851,+/- 732,60,+/- 117,0,+/- 269,"4,249","+/- 1,182",191,+/- 169,657,+/- 379,0,+/- 269,44,+/- 75,160,+/- 190,39,+/- 62,0,+/- 269,25,+/- 42,107,+/- 185,906,+/- 537,0,+/- 269,611,+/- 416,"2,552",+/- 985,268,+/- 399,"7,925","+/- 2,201",229,+/- 363,0,+/- 269,"4,908","+/- 1,396",238,+/- 292,647,+/- 493,0,+/- 269,"1,160",+/- 833,968,+/- 650,112,+/- 144,208,+/- 205,"4,999","+/- 1,573",192,+/- 199,N/A,N/A,150,+/- 188,0,+/- 269,"2,633",South_states
Wisconsin,"5,623,196","+/- 3,124","4,824,045","+/- 20,412","691,592","+/- 17,462","93,065","+/- 6,949",552,+/- 523,798,+/- 549,"1,854",+/- 674,518,+/- 299,"4,506","+/- 1,080","1,890",+/- 806,359,+/- 356,351,+/- 522,98,+/- 118,"4,492","+/- 1,416","1,656",+/- 684,550,+/- 532,902,+/- 771,"20,299","+/- 3,115","2,563",+/- 921,"2,300",+/- 936,752,+/- 696,287,+/- 215,331,+/- 302,448,+/- 427,"1,088",+/- 700,992,"+/- 1,121","6,317","+/- 1,567","16,741","+/- 2,575",810,+/- 987,"1,716",+/- 890,154,+/- 164,853,+/- 685,"1,049",+/- 897,69,+/- 116,632,+/- 422,123,+/- 115,"1,291",+/- 512,"1,817","+/- 1,007",497,+/- 373,"1,674","+/- 1,063",89,+/- 137,"1,444",+/- 768,"2,211","+/- 1,428",0,+/- 218,"1,142",+/- 626,235,+/- 159,856,+/- 469,"3,039",+/- 983,476,+/- 398,75,+/- 123,771,+/- 543,"1,013",+/- 634,256,+/- 229,N/A,N/A,129,+/- 104,"14,494",Midwest_states
Wyoming,"556,954","+/- 1,133","444,614","+/- 8,794","82,255","+/- 8,679","28,046","+/- 4,226",172,+/- 257,0,+/- 269,"1,511",+/- 915,0,+/- 269,"2,784","+/- 1,647","4,390","+/- 1,357",0,+/- 269,0,+/- 269,0,+/- 269,396,+/- 347,745,+/- 553,25,+/- 41,942,+/- 849,415,+/- 444,132,+/- 217,462,+/- 641,532,+/- 514,519,+/- 743,107,+/- 144,0,+/- 269,51,+/- 92,252,+/- 470,570,+/- 597,218,+/- 277,0,+/- 269,421,+/- 418,"2,528","+/- 1,395","1,711","+/- 1,394",416,+/- 383,0,+/- 269,0,+/- 269,707,+/- 527,146,+/- 144,34,+/- 84,233,+/- 228,56,+/- 90,62,+/- 79,14,+/- 25,95,+/- 118,0,+/- 269,220,+/- 235,258,+/- 183,495,+/- 638,"1,990","+/- 1,143","3,226","+/- 1,437",75,+/- 137,580,+/- 459,556,+/- 469,0,+/- 269,0,+/- 269,N/A,N/A,"2,039",West_states
Puerto Rico,"3,676,493","+/- 2,933","3,392,179","+/- 13,112","247,593","+/- 12,844","31,732","+/- 4,381",629,+/- 711,156,+/- 259,288,+/- 356,0,+/- 285,"1,177",+/- 949,388,+/- 492,899,+/- 653,0,+/- 285,0,+/- 285,"11,262","+/- 2,512",207,+/- 334,0,+/- 285,0,+/- 285,"1,642","+/- 1,175",109,+/- 173,0,+/- 285,112,+/- 184,254,+/- 211,109,+/- 130,0,+/- 285,59,+/- 106,"2,004",+/- 960,89,+/- 149,50,+/- 83,170,+/- 198,221,+/- 258,0,+/- 285,0,+/- 285,0,+/- 285,0,+/- 285,"1,244",+/- 830,364,+/- 603,"4,768","+/- 1,546",146,+/- 240,0,+/- 285,69,+/- 127,0,+/- 285,0,+/- 285,"1,516",+/- 772,684,+/- 829,109,+/- 173,0,+/- 285,30,+/- 56,977,+/- 742,882,"+/- 1,289",0,+/- 285,392,+/- 320,0,+/- 285,141,+/- 135,585,+/- 815,0,+/- 285,"4,989",NaN
